ENSEMBL	X1_CTR_BC_2	X2_TGF_BC_4	X3_IR_BC_5	X4_CTR_BC_6	X5_TGF_BC_7	X6_IR_BC_12	X7_CTR_BC_13	X8_TGF_BC_14	X9_IR_BC_15
ENSG00000175175	38	21	7	43	23	13	4	31	19
ENSG00000175182	397	510	373	321	441	314	279	482	424
ENSG00000175183	1495	2812	990	1551	2489	1107	1504	2173	1069
ENSG00000175189	3	9	2	3	2	2	0	4	2
ENSG00000175193	941	931	963	982	871	965	832	929	925
ENSG00000175197	885	1483	900	918	1419	892	769	1272	1064
ENSG00000175198	567	608	380	625	571	397	415	540	315
ENSG00000175202	2	0	0	1	0	0	4	1	1
ENSG00000175203	5040	5510	3936	4907	4681	3868	3951	5174	4292
ENSG00000175206	1	13	0	8	2	8	6	7	5
ENSG00000175213	222	291	195	249	254	146	157	305	186
ENSG00000175215	9455	11308	4641	9980	9880	4733	7377	10588	5363
ENSG00000175216	5087	6040	4404	5103	5513	4489	4826	5027	5035
ENSG00000175220	2900	3427	2577	3013	2941	2565	2019	3464	3166
ENSG00000175221	873	1125	588	838	785	490	558	1285	786
ENSG00000175224	2816	3080	2279	2957	2525	2169	2229	3075	2760
ENSG00000175229	2	9	1	3	1	0	3	14	5
ENSG00000175262	2	1	7	10	3	5	3	1	11
ENSG00000175264	7	7	9	11	10	6	3	7	8
ENSG00000175265	3074	4275	2589	3218	3986	2656	2832	3634	3047
ENSG00000175267	7	7	9	10	8	6	2	2	4
ENSG00000175274	4237	3908	3914	4256	3093	3659	3170	4234	4524
ENSG00000175279	337	356	317	323	319	280	351	287	310
ENSG00000175283	674	859	664	673	685	626	486	821	775
ENSG00000175287	287	320	183	318	273	182	193	349	241
ENSG00000175294	10	25	12	18	28	13	13	20	12
ENSG00000175302	0	0	0	0	0	0	0	0	0
ENSG00000175305	368	546	149	371	389	143	352	326	144
ENSG00000175309	849	842	626	866	757	576	729	838	658
ENSG00000175311	10	4	9	9	9	10	11	7	10
ENSG00000175315	19	15	6	9	7	12	13	18	30
ENSG00000175318	14	22	20	10	7	11	22	15	9
ENSG00000175319	0	0	0	0	0	0	0	1	0
ENSG00000175322	137	197	77	156	160	61	142	139	76
ENSG00000175324	1100	1220	1130	1131	1108	1095	1011	1127	1093
ENSG00000175325	0	0	0	0	0	0	0	0	0
ENSG00000175329	0	2	0	0	0	0	0	0	4
ENSG00000175334	2198	3041	1608	2321	2718	1600	1786	2613	1940
ENSG00000175336	6	11	8	5	8	6	10	7	12
ENSG00000175344	30	31	31	31	11	33	25	28	23
ENSG00000175348	2308	2008	2403	2435	1786	2655	2409	1774	2506
ENSG00000175352	375	452	309	398	425	348	379	425	429
ENSG00000175354	1119	1132	849	1166	1139	805	1164	923	751
ENSG00000175356	221	217	149	210	159	138	180	191	209
ENSG00000175376	662	842	579	756	679	638	592	863	618
ENSG00000175387	3422	3331	2827	3354	3161	3004	3182	2968	2934
ENSG00000175390	7443	8986	5574	7706	8548	5861	6355	9036	6032
ENSG00000175395	717	812	626	771	724	686	747	613	699
ENSG00000175398	0	0	0	0	0	0	0	0	0
ENSG00000175414	1205	1541	907	1280	1407	862	972	1243	999
ENSG00000175416	1559	1545	2084	1548	1263	1925	1152	1784	2325
ENSG00000175426	8	1	5	18	6	4	21	2	22
ENSG00000175445	0	0	0	0	0	0	0	0	0
ENSG00000175449	73	95	31	47	70	50	55	58	29
ENSG00000175455	7442	7590	8890	8370	7338	8833	7622	6323	9983
ENSG00000175463	8	17	17	10	19	11	8	21	12
ENSG00000175467	1254	1540	879	1229	1365	820	853	1621	1024
ENSG00000175470	901	984	795	904	969	808	794	879	801
ENSG00000175471	106	109	90	112	92	93	94	80	121
ENSG00000175482	1075	1527	975	1319	1239	1137	922	1428	1219
ENSG00000175485	0	0	0	0	0	0	0	0	3
ENSG00000175489	13	17	7	11	14	12	5	27	2
ENSG00000175497	3	3	7	1	1	1	1	4	9
ENSG00000175505	445	391	310	479	388	314	322	491	277
ENSG00000175509	0	0	3	4	0	0	0	0	1
ENSG00000175513	0	1	0	0	0	0	0	2	0
ENSG00000175514	0	0	0	0	0	0	0	0	0
ENSG00000175518	13	20	19	13	7	9	20	12	30
ENSG00000175520	0	0	0	0	0	0	0	1	0
ENSG00000175535	0	0	0	0	0	0	0	0	0
ENSG00000175536	15	20	3	13	16	13	3	10	7
ENSG00000175538	32	36	14	31	47	10	32	38	24
ENSG00000175544	6	10	6	7	9	0	3	3	5
ENSG00000175548	461	525	227	472	521	214	485	386	253
ENSG00000175550	3280	4218	3822	3635	3571	3444	2815	4448	4220
ENSG00000175556	0	4	0	0	7	0	1	0	0
ENSG00000175564	21	43	16	31	28	18	23	23	20
ENSG00000175567	110	204	123	122	124	101	112	166	108
ENSG00000175573	1828	2475	1445	1676	1866	1379	1329	2519	1910
ENSG00000175575	576	552	475	517	524	467	432	604	622
ENSG00000175581	550	640	404	544	599	430	571	600	408
ENSG00000175582	7376	7202	7197	7047	7176	7350	7178	6254	7260
ENSG00000175591	3	7	9	4	5	13	5	4	4
ENSG00000175592	2714	3999	1973	3001	3186	1982	2155	3783	2301
ENSG00000175595	810	884	534	913	771	597	788	720	720
ENSG00000175600	322	642	668	357	537	700	383	503	797
ENSG00000175602	944	1954	830	1370	1452	767	848	2161	1091
ENSG00000175604	3	5	3	2	3	1	0	0	0
ENSG00000175606	659	639	573	608	595	562	686	649	678
ENSG00000175611	71	70	44	95	73	46	63	84	50
ENSG00000175619	0	0	0	0	0	0	0	0	0
ENSG00000175634	892	1075	906	825	789	802	546	1036	1071
ENSG00000175643	354	444	175	384	380	190	336	407	205
ENSG00000175646	0	0	0	0	0	0	0	0	0
ENSG00000175658	0	0	0	0	0	0	0	0	0
ENSG00000175662	1586	1448	2409	1675	1276	2362	1280	1605	3076
ENSG00000175664	2	5	2	2	0	1	0	1	9
ENSG00000175676	0	4	0	0	5	0	0	7	0
ENSG00000175691	80	100	57	77	130	67	74	87	71
ENSG00000175697	29	20	16	21	23	24	34	22	16
ENSG00000175699	0	5	0	2	0	0	0	1	3
ENSG00000175701	214	300	202	263	225	188	230	294	239
ENSG00000175707	2	0	0	0	0	0	2	0	3
ENSG00000175711	158	232	106	165	172	94	133	198	124
ENSG00000175718	0	0	0	0	0	0	0	0	0
ENSG00000175727	1506	2237	1205	1640	1773	1122	1163	2143	1539
ENSG00000175728	5	6	1	2	3	2	1	5	0
ENSG00000175730	8	0	0	0	0	3	0	0	6
ENSG00000175741	133	100	133	117	112	175	130	104	148
ENSG00000175745	1563	1077	756	1573	965	686	1348	1072	817
ENSG00000175746	15	21	38	11	19	58	6	31	34
ENSG00000175749	2	1	0	2	6	5	5	2	0
ENSG00000175756	1011	1428	1094	1101	1070	948	743	1421	1325
ENSG00000175764	182	213	175	187	155	193	155	220	201
ENSG00000175766	0	0	0	0	0	0	0	0	0
ENSG00000175768	2233	2370	2495	2355	2256	2407	2237	2124	2524
ENSG00000175772	52	70	47	39	58	2	17	62	7
ENSG00000175773	5	0	7	3	1	7	3	6	0
ENSG00000175779	2	0	0	3	0	0	6	0	0
ENSG00000175782	644	556	674	629	528	675	591	600	717
ENSG00000175785	0	0	0	0	0	0	0	0	0
ENSG00000175787	105	144	105	117	138	60	70	115	106
ENSG00000175792	1609	2007	1213	1663	1856	1183	1367	1826	1444
ENSG00000175793	5	11	2	4	5	5	3	0	2
ENSG00000175800	1	1	0	0	0	0	0	2	0
ENSG00000175806	497	447	496	487	407	471	477	474	533
ENSG00000175809	0	0	0	0	0	0	0	0	1
ENSG00000175820	9	3	3	0	10	3	0	2	2
ENSG00000175826	3518	4072	2385	3732	3611	2241	3022	3950	2701
ENSG00000175832	577	1095	317	643	879	272	371	1013	388
ENSG00000175841	0	0	0	0	0	0	0	0	0
ENSG00000175854	526	751	495	588	648	448	418	658	608
ENSG00000175857	1	1	6	1	4	10	1	1	6
ENSG00000175866	423	564	401	437	408	338	301	552	422
ENSG00000175868	2	0	1	0	0	3	0	0	1
ENSG00000175874	14	8	5	11	10	2	3	14	3
ENSG00000175877	0	0	1	0	1	1	0	0	1
ENSG00000175879	32	87	40	52	70	23	58	61	26
ENSG00000175886	18	26	4	30	21	15	15	26	8
ENSG00000175893	937	921	903	973	899	920	870	795	1073
ENSG00000175894	0	3	3	10	1	2	0	1	1
ENSG00000175895	541	548	452	580	584	454	498	488	518
ENSG00000175899	1063	591	1595	1036	514	1479	911	680	1763
ENSG00000175906	434	496	453	441	446	410	399	517	467
ENSG00000175920	1	1	0	1	0	1	1	0	0
ENSG00000175928	2	2	6	1	2	1	2	2	2
ENSG00000175931	816	958	694	847	916	584	663	1018	872
ENSG00000175938	1107	1065	926	1187	828	950	904	1117	1120
ENSG00000175946	30	31	8	37	24	22	22	30	12
ENSG00000175967	10	21	4	8	9	11	0	8	13
ENSG00000175970	2371	2553	2545	2467	2373	2381	2179	2508	2638
ENSG00000175984	105	112	132	133	82	122	91	100	148
ENSG00000175985	5	18	8	24	13	6	2	16	10
ENSG00000176007	0	0	0	0	0	0	0	0	0
ENSG00000176009	0	0	2	4	0	0	0	0	1
ENSG00000176014	8580	10353	8432	8768	8979	8219	7061	10064	9718
ENSG00000176018	2230	1865	1848	2261	1923	1833	2173	1635	1869
ENSG00000176020	24	0	7	0	21	0	0	28	63
ENSG00000176022	554	872	560	655	716	487	525	912	583
ENSG00000176024	254	257	203	246	245	187	229	193	146
ENSG00000176029	3	6	4	5	6	2	0	1	4
ENSG00000176040	3	2	12	1	1	5	6	5	3
ENSG00000176043	0	0	0	0	2	0	2	0	0
ENSG00000176046	1425	2759	1163	1628	2616	1307	1161	2552	1654
ENSG00000176049	6	14	6	9	5	5	3	11	15
ENSG00000176054	30	44	15	41	29	32	14	43	8
ENSG00000176055	360	406	336	361	381	303	358	328	291
ENSG00000176058	255	389	257	253	282	174	241	388	249
ENSG00000176075	0	2	3	1	0	1	0	0	2
ENSG00000176076	7	3	8	10	11	8	5	7	14
ENSG00000176083	0	0	0	3	0	0	1	0	0
ENSG00000176087	1601	2077	1359	1664	1623	1159	1229	2036	1421
ENSG00000176092	12	12	5	3	1	9	8	11	7
ENSG00000176095	1507	1798	1108	1467	1392	1087	1153	1773	1289
ENSG00000176101	722	1132	616	800	837	567	573	1113	770
ENSG00000176102	1484	1491	1221	1426	1513	1278	1281	1291	1272
ENSG00000176105	3906	3421	2996	3727	3291	3089	3797	2980	2984
ENSG00000176108	409	545	344	508	451	297	273	543	445
ENSG00000176115	0	0	0	0	0	0	0	0	0
ENSG00000176124	251	274	143	268	247	108	232	245	120
ENSG00000176125	28	41	26	16	26	17	30	37	25
ENSG00000176134	0	0	0	0	0	0	0	1	2
ENSG00000176136	1	1	0	0	0	1	0	0	0
ENSG00000176142	2851	2910	2223	2913	2679	2365	2576	2587	2565
ENSG00000176148	625	646	627	622	652	592	581	561	686
ENSG00000176153	1	1	1	2	2	4	0	1	5
ENSG00000176155	1192	1638	663	1151	1235	659	851	1454	701
ENSG00000176160	0	0	2	0	2	0	0	0	0
ENSG00000176165	2	5	3	0	3	2	2	2	1
ENSG00000176170	678	1378	432	752	931	412	464	1279	560
ENSG00000176171	3106	2925	2875	3769	2933	3112	3189	2803	3038
ENSG00000176177	0	0	1	0	0	0	0	0	0
ENSG00000176182	229	389	202	255	272	232	248	322	257
ENSG00000176183	11	6	5	7	6	9	7	16	7
ENSG00000176194	0	3	0	0	0	0	0	2	1
ENSG00000176198	0	0	0	0	0	0	0	0	3
ENSG00000176200	0	0	0	0	0	0	0	0	0
ENSG00000176204	3	4	5	6	2	3	2	4	0
ENSG00000176208	192	304	75	233	235	58	218	176	52
ENSG00000176209	491	496	371	476	413	310	453	414	335
ENSG00000176219	0	0	0	0	0	0	0	0	0
ENSG00000176222	366	365	324	419	384	352	404	291	247
ENSG00000176225	508	606	533	561	557	525	452	443	488
ENSG00000176230	12	17	13	15	31	33	29	23	16
ENSG00000176231	0	0	0	0	0	0	0	0	0
ENSG00000176232	0	0	0	0	0	1	0	0	0
ENSG00000176236	3	4	1	11	3	18	2	5	9
ENSG00000176239	0	0	0	0	0	0	0	0	0
ENSG00000176243	0	0	4	1	1	0	0	1	1
ENSG00000176244	35	33	37	27	27	18	19	24	32
ENSG00000176246	0	0	0	0	0	0	0	0	0
ENSG00000176248	786	1081	657	743	809	582	530	1062	748
ENSG00000176253	4	7	4	5	2	4	3	1	3
ENSG00000176256	0	0	0	0	0	0	0	0	0
ENSG00000176261	961	926	1093	1048	983	1069	1035	848	1128
ENSG00000176268	0	0	0	0	2	0	10	4	0
ENSG00000176269	0	0	0	0	0	0	0	0	0
ENSG00000176273	446	438	545	485	389	503	430	372	535
ENSG00000176281	0	0	0	0	0	0	0	0	0
ENSG00000176289	23	29	31	31	1	24	6	30	8
ENSG00000176290	0	0	0	0	0	0	0	0	0
ENSG00000176293	253	253	213	251	237	249	206	248	386
ENSG00000176294	0	1	0	0	0	0	0	1	0
ENSG00000176299	1	0	1	2	0	1	0	0	0
ENSG00000176302	1	0	0	0	0	0	0	0	0
ENSG00000176312	0	0	0	0	0	0	0	0	0
ENSG00000176318	0	0	0	0	0	0	0	0	0
ENSG00000176320	12	13	13	9	4	8	4	5	4
ENSG00000176340	2070	2573	1980	2069	2021	1936	1424	2452	2360
ENSG00000176343	8	11	8	11	8	4	12	21	6
ENSG00000176349	1	1	1	3	1	4	1	1	1
ENSG00000176358	0	1	0	0	0	3	1	2	0
ENSG00000176371	176	315	136	254	285	173	246	257	141
ENSG00000176378	1	5	1	3	0	0	0	0	0
ENSG00000176381	0	0	0	0	0	0	0	0	1
ENSG00000176383	16	8	2	15	10	7	11	11	2
ENSG00000176386	661	618	455	633	625	439	586	546	490
ENSG00000176387	2	0	2	0	3	2	2	1	2
ENSG00000176390	493	517	441	492	481	467	397	429	469
ENSG00000176393	2538	2244	2016	2571	2241	2015	2056	2436	2328
ENSG00000176396	726	775	833	784	742	829	750	680	905
ENSG00000176399	5	1	6	1	4	5	0	3	0
ENSG00000176401	102	132	114	100	72	78	103	99	109
ENSG00000176402	1	1	2	0	5	3	3	2	0
ENSG00000176406	30	69	21	39	69	53	19	54	40
ENSG00000176407	2443	2747	2304	2526	2405	2218	2424	2215	2456
ENSG00000176410	410	413	558	439	417	536	377	456	603
ENSG00000176422	405	456	422	454	374	378	343	431	515
ENSG00000176428	56	97	74	59	86	71	80	115	77
ENSG00000176435	11	14	8	24	6	16	2	8	2
ENSG00000176438	1520	1501	973	1620	1337	1080	1439	1471	1347
ENSG00000176444	1423	1951	1041	1621	1560	904	1241	1682	1140
ENSG00000176454	817	1049	582	838	667	566	603	1043	708
ENSG00000176463	284	341	205	359	308	207	328	350	262
ENSG00000176472	54	117	35	84	98	59	83	125	63
ENSG00000176473	302	301	218	251	307	221	256	302	185
ENSG00000176476	114	169	47	108	182	62	54	183	59
ENSG00000176485	124	185	123	119	152	169	117	169	208
ENSG00000176490	241	307	244	234	250	214	244	316	277
ENSG00000176495	5	13	14	10	10	15	5	13	26
ENSG00000176510	0	1	1	0	0	0	1	2	2
ENSG00000176515	1	0	0	0	0	0	0	0	0
ENSG00000176531	204	283	244	221	172	243	149	251	276
ENSG00000176532	5	13	1	3	13	0	1	8	1
ENSG00000176533	17	17	5	18	15	23	11	18	20
ENSG00000176540	0	0	0	0	0	0	0	0	0
ENSG00000176542	497	536	445	581	540	528	599	480	618
ENSG00000176547	0	0	0	0	0	0	0	0	0
ENSG00000176555	0	0	0	0	0	0	0	0	0
ENSG00000176563	47	71	79	75	43	25	39	62	74
ENSG00000176566	0	1	1	2	0	2	1	0	0
ENSG00000176567	0	0	0	0	0	0	0	0	0
ENSG00000176571	0	0	0	0	0	0	0	0	0
ENSG00000176584	0	6	0	0	0	0	0	1	0
ENSG00000176593	325	423	321	356	313	313	335	292	300
ENSG00000176595	7	34	3	0	23	11	8	36	16
ENSG00000176597	775	936	357	738	872	365	762	624	295
ENSG00000176601	1	1	1	0	0	3	2	0	2
ENSG00000176605	0	0	0	0	0	0	0	0	0
ENSG00000176619	2727	4487	1575	2938	3492	1489	2086	4218	1822
ENSG00000176623	2390	1870	2234	2227	1852	2173	2324	1661	2290
ENSG00000176624	2325	2529	1789	2377	2362	1713	2071	2178	1869
ENSG00000176635	4	0	1	0	0	0	3	0	0
ENSG00000176641	1055	987	1035	928	891	1000	960	902	1183
ENSG00000176654	6	0	0	0	0	0	0	3	0
ENSG00000176658	1555	2809	1227	1430	2532	1139	1515	2368	1228
ENSG00000176659	14	10	1	10	6	5	0	5	0
ENSG00000176678	518	504	364	558	475	355	494	464	409
ENSG00000176679	0	0	0	0	0	0	0	0	0
ENSG00000176681	241	158	152	368	215	132	316	112	310
ENSG00000176692	162	345	110	198	342	166	157	311	130
ENSG00000176695	143	173	135	97	139	158	129	150	208
ENSG00000176697	3529	3077	4069	3704	2775	3909	3291	2860	4454
ENSG00000176700	361	525	315	410	471	247	337	382	422
ENSG00000176714	47	74	15	69	51	23	29	45	11
ENSG00000176715	451	605	324	423	471	308	369	605	394
ENSG00000176716	3	8	4	4	5	5	8	4	0
ENSG00000176720	772	1518	568	742	1082	608	586	1380	835
ENSG00000176723	28	56	40	42	45	42	23	51	25
ENSG00000176728	68	93	72	55	96	81	46	76	94
ENSG00000176731	1573	1610	1336	1834	1671	1186	1865	1320	1130
ENSG00000176732	8	12	8	8	13	18	9	13	10
ENSG00000176742	0	0	0	0	0	0	0	0	0
ENSG00000176746	0	0	0	0	0	0	0	0	0
ENSG00000176748	0	0	0	0	0	0	0	0	0
ENSG00000176749	70	75	59	74	94	80	59	79	87
ENSG00000176752	0	0	0	0	0	0	0	0	0
ENSG00000176753	0	0	0	0	0	0	0	0	0
ENSG00000176754	0	0	1	0	0	0	0	1	0
ENSG00000176761	0	11	6	3	1	0	5	3	9
ENSG00000176769	2	1	6	1	4	1	0	1	2
ENSG00000176771	911	612	660	1038	617	628	925	625	822
ENSG00000176774	0	0	0	0	0	0	0	0	0
ENSG00000176783	1550	1804	1360	1690	1666	1266	1372	1743	1366
ENSG00000176787	0	0	0	0	0	0	0	0	0
ENSG00000176788	7114	7089	5871	7770	6207	5586	7638	6456	6020
ENSG00000176798	2	5	0	0	2	3	3	1	5
ENSG00000176809	437	541	376	432	588	478	345	460	355
ENSG00000176812	0	0	0	0	0	0	0	0	0
ENSG00000176826	312	316	275	390	306	320	380	244	319
ENSG00000176834	642	724	464	582	609	457	541	598	531
ENSG00000176840	0	2	0	0	3	0	3	1	6
ENSG00000176842	157	176	104	119	160	88	170	149	128
ENSG00000176845	756	915	361	817	776	346	654	1009	450
ENSG00000176853	3696	3408	2590	3760	3137	2718	3550	2832	2884
ENSG00000176855	0	0	3	1	0	0	0	0	2
ENSG00000176857	2	5	14	6	14	4	2	4	8
ENSG00000176868	304	413	316	475	366	395	374	390	392
ENSG00000176871	2778	3588	2735	2785	2993	2653	2332	2941	2942
ENSG00000176882	0	0	0	0	0	0	0	0	0
ENSG00000176884	1	2	9	0	3	7	1	1	5
ENSG00000176887	451	593	123	493	671	131	362	609	134
ENSG00000176890	2907	2933	1266	2842	2764	1379	2679	2530	1492
ENSG00000176893	0	1	0	0	0	0	0	0	0
ENSG00000176894	272	348	183	295	345	155	229	345	161
ENSG00000176895	0	0	0	0	0	0	0	0	0
ENSG00000176896	93	120	110	131	91	101	76	111	80
ENSG00000176900	0	0	0	0	0	0	0	0	0
ENSG00000176903	1684	1656	1402	1571	1473	1404	1360	1667	1635
ENSG00000176904	0	0	0	0	0	0	0	0	0
ENSG00000176907	3071	1958	4229	3042	1839	4018	2922	1888	4204
ENSG00000176909	75	75	37	56	51	28	46	77	37
ENSG00000176912	47	49	36	63	49	17	54	44	57
ENSG00000176915	2922	3783	2766	3238	3330	2665	2825	3297	3016
ENSG00000176919	5	5	2	8	3	3	8	13	3
ENSG00000176920	34	27	22	15	21	19	8	18	25
ENSG00000176922	0	0	0	0	0	0	0	0	0
ENSG00000176923	0	0	0	0	0	0	0	0	0
ENSG00000176925	0	0	0	0	0	0	0	0	0
ENSG00000176927	33	29	61	34	16	47	40	16	38
ENSG00000176928	320	357	758	393	321	548	420	309	722
ENSG00000176933	11	29	9	2	12	13	11	15	14
ENSG00000176945	41	29	26	54	26	36	36	44	37
ENSG00000176946	826	1134	756	973	958	583	712	1146	899
ENSG00000176951	0	0	0	0	0	0	0	0	0
ENSG00000176953	1651	1685	1214	1710	1430	1106	1335	1371	1327
ENSG00000176956	0	0	0	0	0	0	0	0	0
ENSG00000176970	0	0	0	1	0	0	0	2	0
ENSG00000176971	3195	2446	2978	3239	2347	2866	2868	2490	3455
ENSG00000176973	435	633	450	394	517	369	347	705	406
ENSG00000176974	119	200	53	91	156	60	125	156	77
ENSG00000176978	1542	1954	1516	1719	1542	1566	1165	2290	1969
ENSG00000176979	0	0	0	5	0	0	0	0	0
ENSG00000176984	3	3	10	1	1	0	3	2	1
ENSG00000176986	4930	5254	4706	4983	4251	4235	3907	5350	5043
ENSG00000176988	0	0	0	0	0	0	0	0	0
ENSG00000176994	1321	1463	1132	1256	1315	1231	1006	1383	1327
ENSG00000176998	0	0	0	0	0	1	0	1	1
ENSG00000177000	749	803	477	705	569	560	500	673	678
ENSG00000177023	0	0	0	0	0	0	0	0	0
ENSG00000177025	26	25	52	31	27	55	20	22	36
ENSG00000177030	664	869	577	666	701	483	519	940	635
ENSG00000177034	1251	1446	951	1265	1402	952	1185	1209	957
ENSG00000177042	672	893	664	739	728	625	690	746	752
ENSG00000177045	270	615	355	272	518	284	354	614	364
ENSG00000177047	0	0	0	0	5	0	0	3	2
ENSG00000177051	251	339	177	293	303	190	248	349	241
ENSG00000177054	744	620	688	839	610	581	702	585	671
ENSG00000177058	798	789	998	904	766	913	756	701	883
ENSG00000177076	85	79	91	85	46	84	38	50	100
ENSG00000177082	1134	1070	670	1120	907	649	1015	932	636
ENSG00000177084	782	1013	506	815	829	443	556	971	581
ENSG00000177096	763	963	451	690	809	426	509	916	472
ENSG00000177098	303	78	361	307	59	347	263	146	378
ENSG00000177103	0	0	0	0	0	0	0	0	0
ENSG00000177105	1235	1490	917	1203	1171	869	927	1532	1310
ENSG00000177106	1229	1510	1510	1448	1230	1310	912	1581	1919
ENSG00000177108	1	1	1	1	0	2	1	0	0
ENSG00000177112	4	2	2	6	2	3	2	1	14
ENSG00000177119	6452	7727	5674	6659	7335	5368	6326	6246	6284
ENSG00000177125	714	848	423	739	852	463	551	685	413
ENSG00000177133	1	0	0	0	1	1	0	0	0
ENSG00000177138	3	5	3	4	5	4	3	4	3
ENSG00000177143	0	0	0	0	0	0	0	0	0
ENSG00000177144	26	21	38	0	72	42	0	6	26
ENSG00000177150	653	728	629	737	752	620	646	594	584
ENSG00000177151	0	0	0	0	0	0	0	0	0
ENSG00000177156	4833	4961	5913	4972	4030	5264	3877	5059	6491
ENSG00000177169	1218	1898	1066	1371	1445	1024	910	1851	1390
ENSG00000177173	2	7	2	1	2	3	1	2	8
ENSG00000177174	0	0	0	0	0	0	0	0	0
ENSG00000177181	12	10	2	3	3	1	3	3	8
ENSG00000177182	24	34	15	10	2	15	17	14	19
ENSG00000177186	0	0	0	0	0	0	0	0	0
ENSG00000177189	3655	3404	2624	3498	3098	2599	3408	2769	2892
ENSG00000177191	16	36	28	15	29	27	14	31	38
ENSG00000177192	412	562	349	463	457	340	248	554	365
ENSG00000177197	6	3	3	3	6	6	5	0	0
ENSG00000177200	2981	3378	2723	3119	3223	2595	3222	2729	3100
ENSG00000177201	18	42	29	49	35	31	30	26	39
ENSG00000177202	0	3	0	0	0	0	4	0	0
ENSG00000177212	8	3	1	8	7	2	3	5	10
ENSG00000177225	1661	2065	1696	1732	1589	1671	1385	1985	2040
ENSG00000177233	0	0	0	0	0	0	0	0	0
ENSG00000177234	0	5	2	0	0	0	0	5	0
ENSG00000177238	44	40	24	59	49	21	34	44	62
ENSG00000177239	2625	3066	2519	2577	2367	2197	1963	3132	2777
ENSG00000177243	0	0	2	0	0	0	0	0	0
ENSG00000177257	0	0	0	0	0	0	0	0	0
ENSG00000177261	0	0	0	0	0	0	0	0	0
ENSG00000177272	1	0	0	0	0	0	0	0	1
ENSG00000177275	0	3	0	1	0	0	0	0	0
ENSG00000177283	178	741	87	208	564	100	124	633	78
ENSG00000177291	6	7	2	3	6	0	0	4	14
ENSG00000177294	5	13	8	3	9	0	8	11	7
ENSG00000177300	1	0	0	0	0	0	29	0	0
ENSG00000177301	2	1	0	5	2	2	2	2	3
ENSG00000177302	524	697	444	584	654	372	435	629	517
ENSG00000177303	435	660	378	470	496	352	319	672	474
ENSG00000177306	4	7	0	0	0	0	1	3	0
ENSG00000177311	5792	6727	4348	6015	6327	4514	5564	5443	4739
ENSG00000177324	11	15	2	5	2	6	3	3	2
ENSG00000177335	102	95	87	108	95	72	64	72	101
ENSG00000177337	135	185	131	163	156	137	154	134	159
ENSG00000177338	0	0	0	0	0	0	0	0	0
ENSG00000177340	0	3	0	1	4	0	1	4	1
ENSG00000177350	29	29	33	32	36	30	70	23	37
ENSG00000177352	505	676	362	526	558	317	368	669	467
ENSG00000177354	0	1	0	0	0	0	0	0	2
ENSG00000177359	7	21	4	22	8	8	18	14	8
ENSG00000177363	615	364	721	667	319	574	682	487	725
ENSG00000177369	7	3	19	0	3	0	6	9	6
ENSG00000177370	657	796	777	729	684	836	663	749	877
ENSG00000177374	599	1028	260	654	821	250	499	1011	376
ENSG00000177380	58	97	58	51	76	53	41	107	73
ENSG00000177383	1071	1314	793	1093	1157	864	970	1186	1035
ENSG00000177398	0	3	3	2	3	0	0	6	2
ENSG00000177400	0	0	0	0	0	0	0	0	0
ENSG00000177406	133	125	141	135	118	98	97	131	111
ENSG00000177409	1750	2697	1380	2620	2316	1745	2012	1891	1546
ENSG00000177410	2519	3092	2006	3016	3192	2013	2655	2682	2185
ENSG00000177414	0	0	0	0	1	0	0	0	0
ENSG00000177418	0	0	0	0	0	2	0	0	0
ENSG00000177425	1464	2611	1399	1428	2447	1351	1376	1927	1504
ENSG00000177426	2215	2466	1270	2381	2221	1066	1983	2090	1192
ENSG00000177427	291	307	380	294	240	355	210	354	463
ENSG00000177432	447	430	469	448	422	482	463	377	511
ENSG00000177447	1	2	0	1	2	1	0	1	2
ENSG00000177452	1	3	3	3	1	3	2	4	1
ENSG00000177453	45	24	33	58	42	38	45	32	31
ENSG00000177455	2	1	0	4	1	0	1	4	0
ENSG00000177459	69	31	129	50	37	111	91	35	148
ENSG00000177462	0	0	0	0	0	0	0	0	0
ENSG00000177463	2111	2593	1524	2467	2370	1608	2122	2212	1954
ENSG00000177464	81	47	23	108	57	32	69	58	40
ENSG00000177465	22	43	36	27	30	25	22	25	34
ENSG00000177468	0	0	0	0	0	0	0	0	0
ENSG00000177469	28567	33666	34967	30058	28210	32300	24942	33153	40453
ENSG00000177476	0	0	0	0	0	0	0	0	0
ENSG00000177479	3130	3584	2578	3336	3032	2520	2633	3284	2975
ENSG00000177483	14	50	20	47	41	21	47	30	27
ENSG00000177485	1509	1351	1244	1499	1209	1091	1489	1093	1193
ENSG00000177489	0	0	0	0	0	0	0	0	0
ENSG00000177494	4	7	11	9	3	22	9	5	8
ENSG00000177504	0	0	0	0	0	0	0	0	0
ENSG00000177508	91	147	39	133	122	61	105	143	62
ENSG00000177511	0	0	0	0	0	4	0	1	0
ENSG00000177519	0	0	0	0	0	0	0	0	0
ENSG00000177535	23	11	7	17	18	13	28	12	11
ENSG00000177542	492	712	412	567	473	405	331	740	554
ENSG00000177548	277	502	300	324	338	291	230	463	405
ENSG00000177551	2	1	5	1	0	2	3	1	4
ENSG00000177553	9	2	4	4	0	1	2	5	1
ENSG00000177556	1427	1613	1385	1427	1354	1400	1173	1468	1627
